uid,text,data_part
-Oh__ltGnVA--8,After a while they found that her name was Minakshi Chaurasia.,Train
vWm8o1VbSOM--25,Also Prime Minister Narendra Modi is committed towards enhancing mental health awareness.,Train
FeqZ6XXr79U--10,Four gunmen entered the house and fired bullets into him and killed him.,Train
arR8t7jX2xM--6,Chandrashekhar lives amid dense forests in Karnataka’s Dakshina Kannada district.,Train
zNAkSBWNleI--13,"The person completely misunderstood this reply and started sharing on WhatsApp that Rs 2,000 notes had been withdrawn.",Train
7CuBSDLjfIo--135,The plans listed by you and complete column 4 in the table 7.1.,Validation
NU4-4ZG0-mc--14,The prices of bottled water have gone up four times. It has become very expensive.,Train
CCwsuYLYemI--11,then show this letter which was written by him to your landlord explaining your financial troubles.,Test
iMlR4QLSWok--126,Full,Train
lcBujGRLwE0--37,for the import of the same products and would not import any of these from India.,Train
ZzSKrBx91k0--88,"Basically, you have to take a cotton cloth and dip it in cold water",Train
v85d2NIdHbQ--20,died while driving the vehicle.,Train
JSiBx7zGeVQ--36,But they refused.,Validation
DJF4530IqZo--3,"Surprising, isn't it? Let me tell you about him.",Test
MR4XQ2x5o48--6,"Vimlesh while at work, contracted Covid-19 in March 2021.",Train
8ohK98eqM-A--1,was about 42 km away from the New Jalpaiguri station West Bengal. The train had 12 compartments.,Train
m-vzXssmO90--177,his identity now the president said he,Train
v8GTkOeD3Rg--49,You will need 1/2 a cup of coconut milk. You can also use coconut water,Train
x_Dxmx1DuxA--50,Click on Manual upload.,Train
myYeGoKCZfg--13,The body has been sent for post-mortem.,Train
zuuFlJktQAA--93,"If they do not go to school,",Train
IzZVA-d2ajY--9,No! This is the first time ever that an online brokerage company named Zerodha has come with an uncommon idea.,Train
h0zIVUn94t8--4,Gurudwaras are well known for their free communal kitchens.,Test
vId5lwODFuo--4,Recently she was admitted to the ICU in a very critical condition for 2 days.,Train
ktbVEywyyAM--8,Kaur got married to Kamaldeep Singh in 2014.,Train
XqGCuF14zko--59,3. Steam inhalation and warm water gargles.,Train
ANVFMTGa7DI--21,The aim is to make other employees take responsibility for the work and reduce the dependence on a particular employee.,Train
1uPUbhBvzwk--20,"Hence, MI is making Hardik ready for the future, who can be retained as one of the 4 players.",Train
sNpB6aQvTfg--51,and #SignLanguageinSchools,Train
gyPNfKmWJwU--4,for the 2019 Lok Sabha Elections.,Train
e90d992d5756-59,It is sweet.,Train
z3lY3mz5nkY--17,Similarly people who assaulted the doctor were arrested under the law as they flouted the government's rules.,Train
CAzt5cxtSjQ--13,Court ordered that the ban would continue and the students should wear uniform till the Court decides on the case.,Train
4-BrQM711fw--7,Similarly Kobe was also a very famous player.,Train
d2_jmCT8o0w--7,"All the COVID restrictions across India, will be removed and life will go back to the usual.",Train
mNrJZKxVAew--13,"But, what makes the village so rich?",Train
jEnplEfhkj4--34,The dirt had accumalated for 7 years. The neighbours helped by providing food.,Train
6094ad90f864-1,1,Train
QKoH1jRANJM--20,You gave everything possible in this fight. I know it wasn't easy.,Train
Kq7Q0iX4htY--15,He is survived by his wife and two children.,Train
AVDuEdEExK8_e1,She implored her parents to send her to school.,Train
b43a1342f8f5-103,Para 3 Blank,Train
LljUaUMMCdg--82,Stir the contents of each of them with a spoon. Wait for a few minutes.,Train
O47tiJVLIX4--9,and groups of four.,Validation
A2VCUgPweiU--195,or village in which you live.,Train
TK3ffYWimUw--21,Saif Ali Khan and Amrita Singh were married for 13 years and had 2 kids together.,Validation
e64b379cc5f8-46,2,Train
LbE_0jRARNg--11,"and encouraged people to consume them. It would lead to arguments within families,",Train
hNUjfKr_rK4--10,Spicejet is making the most of this situation.,Train
DZm_AlkVBjs--46,"and 1,20,000 liters of sanitizers.",Validation
asGok2kdceQ--14,he cried a lot in immense happiness and said he made a big mistake by going to Pakistan.”,Train
1ldG1m7I97Y--29,"When he got back home and tried the beer, he said, it was delicious.",Train
cGNqDgAGWTE--13,and recent photos show him with a young couple.,Train
EGZ13Gd6cj4--10,"When England started batting, India bowled very well and England lost 7 wickets for just 91 runs.",Train
DfF-CWb8Ixc--19,"Mysore-Varanasi Express train,",Train
oEwSIB5dPIY--9,The organ has to be transplanted within 3 hours if this is not done the heart becomes unusable.,Train
s2vP3P5pF2k--11,This has led to a major backlash.,Train
P0I8tdXeMIA--4,through voice calls,Validation
ovQuOcvIG-g--6,The registrations for those above the age of 18 years will start on 28th April 2021.,Train
cD-2xG270Ys--17,They were highly critisized for not making any arrests out of fear or for being hand in glove with the culprit.,Train
JP-dDQ_xomQ--1,The Principal of the collage was 54 year old  Vimukta Sharma.,Train
m-vzXssmO90--101,criticized by,Test
5v733lDVJaY--9,This is another shock to Sushant’s family.,Test
1ABuSBGJlwk--143,"For breakfast, you can have a plate full of your favourite fruit",Train
uF1sSfodn1I--22,to maintain peace in the country & stop the protests.,Train
kz4zJvdwVnM--11,The twin bordered blue octagon has the national emblem sitting atop an anchor which moor the ships.,Train
jE5xC_IBFVM_w,twitchy,Train
Kq5HfchSWv8--1,were held on 18th April 2019.,Train
FeqZ6XXr79U--22,there was a lot of rivalry and jealousy.,Validation
LoRoTolSRO0--257,and,Train
Dm2SsAOfr7Q--8,"Shockingly, star batsman Suresh Raina did not find any takers and he was left unsold.",Validation
c7LxutsQT8I--14,The police never expected an IED to be planted on a road used by a large number of villagers.,Train
O47tiJVLIX4--7,and found that one seed was left over.,Validation
TYbsjtUmRmQ--99,Bring me a handful of mustard seeds.,Train
89DRLAodtpQ--15,Republican Senator Clyde Chambliss,Train
831fec5793da-95,Page 95,Train
4fSwbBDrY3g--11,"The factory had about 3,50,000 staff and were assembling iPhone 14 handsents.",Train
u6Ix8vjWUXI--21,Samantha has not responded to any of this and there is no update on it as yet,Test
Vc-RbJc2Be0--147,"When you heat the water to begin with, the air dissolved in it escapes.",Train
LvN9Dxq2iLY--210,with their baskets and lot of fishes displayed for selling.,Train
ixXF2UGOyoU--10,who was a close confidante of Mamta Banerjee,Train
NwVF-WWZ0Bc--55,30m,Train
A2VCUgPweiU--162,Match the following.,Train
LljUaUMMCdg--140,You may have also noticed this with some liquids in Activity 5.,Train
-hpbvSjpEiY--100,"At home I have a team that makes funny videos about, how to act, etc.",Validation
eUd_U5QzX9A--61,"Since the accused have been giving contradictory statements, police may request court to permit lie detector test and narco test.",Train
vTUhXaor1XY--2,The mobile was next to her pillow and she was listening to music when she fell asleep.,Train
LqonzASANm8--12,Such programmes have been conducted in many districts of Haryana.,Train
0gXoXdqFarg_e1,"She received Rs 40,000 in compensation for a lost eye.",Train
533abb879383-43,Village,Train
8EF-jf08HVY--0,Today on 6th April PM Modi addressed the nation to mark the 40th Foundation Day of the BJP.,Train
SthBBAt2TSU--1,found a video on YouTube and learnt how to print fake currency.,Train
b43a1342f8f5-145,blank were was,Train
hgaKby5Mha4--11,In viral images Rakhi was in a beautiful dress and Adil was dressed in a simple shirt and jeans. They wore garlands as well.,Test
1f1bb4e3121b-291,I live very far away.,Train
8EBpFXcizBs--36,and the only veg outlets will give a great deal of profit to food chains and resturants.,Train
8EBpFXcizBs--11,"Subway has a veg-only outlet in Noida, Uttar Pradesh and in Ghatkopar, Mumbai. Surprising!",Train
1DQqNrpdLBg--1,a 75 year old man named Mohammad Sayeed,Validation
8f4rcs_HnZk--12,People captured building crashing on their phone.,Train
l7izAOdL8Fg--18,and started waving it to grab someone's attention.,Train
8EApqTbQWJc--26,4. Anupama had a new love interest in the show and people were very excited to see if they ended up together.,Test
Ld1lL3FZAb8--12,Only this warning was given.,Train
edpEFXnfp7M--19,had ordered a Income tax raid against the actor.,Train
OJ5l_lMUIXA--5,This bridge has completely disappeared.,Train
lWEwn6Xks1U--17,"With hearing it was fun, but Deaf friends opened a new world for me.",Train
SBxxpFqPmvo--15,"As business is down, they have to close down.",Train
2b2718e10f2f-6,Ice Cream Man,Train
s8BUs77tQZ4--41,Page number 104,Test
2ngopQpJpJ4--14,It would be difficult to type if the alphabets in the 3 rows are arranged alphabetically.,Validation
YrNpgpusPJc--12,"If you want to own such special coins for memory, you can place an order on the India Mint website.",Train
PhBtRMOHdnw--13,This was a surprise for many.,Train
S5iuebvtDu0--53,is used instead of AD and,Train
dOeHyyKd1KU--3,Defence Officials are concerned these military personnel assigned to protect the city,Train
pwnPigO4MuM--127,Saturated solution.,Train
FOiPI0B3tSY--2,A lot of tourists visit Paris to see the Eiffel Tower.,Train
9ezqwvdzW90--132,"1,857",Train
D05AOLuvw1c--12,His Bollywood debut was Mumbai Meri Jaan.,Train
-llxBzQI0_Q--6,This affected the girl's education and hold them back.,Validation
LoRoTolSRO0--74,all right i started lose confidence on,Train
9bxtIE0Tygg--81,as you go. Do you think?,Train
O5LH3EOKa3M--10,"A member of college management, MB Sateesh Herur said that,",Validation
LbE_0jRARNg--20,Chopra did not pose with the bottle or pour herself a drink.,Train
ItRBuF8f9D4--8,In India we have Chennai Super Kings (CSK) and there they have Texas Super Kings.,Train
WpLN8IELaOQ--14,The car is still in testing stage and the company does not want any errors.,Train
HGHy4NTXaiY--23,You might be thinking that the website is completely in English.,Train
dJ_5m1Y2InE--277,"Remember, we wrote 99 paise as...",Train
PYuQbXqfcxM--44,Can he answer the 5th question?,Validation
qkuRmerIGxk--21,"In the second step, fold the saffron & Green parts of the flag inwards.",Train
5DEBVK6tHGA--5,This debate has been going on since then.,Train
0726445c45f9-72,Dash. Four. Dash. Five.,Train
Nf2rTSJMEWE--41,"I was off dairy as well, you know, raw dairy",Train
yTHBrH3vtv8--7,"Similarly, the threat of coronavirus has even put the upcoming 2020 Olympics under doubt.",Train
WiUTkkPQ_ts--14,"Bhansali had said that she would regret it later,",Train
IQUKK-MyM8A--3,which is then stored in Chinese servers to spy on users.,Train
d098223e6757-4,Let's listen to what the Robin and the Jay have to say.,Train
zEwn_0fzCOQ--3,The problem was that the distance between the pond and the village was 3 km.,Train
wP4ZeanhRwc--24,they suffered a loss of $50 billion which is Rs 800 crore.,Test
mrelvnz5n2I--30,and 15% state government has to pay.,Train
i9kxPV4Ys1s--28,because of which there were landslides and the plane crashed.,Train
zMC0dTOVeUA--92,Fill column 4.,Train
O8V8kz6JcFs--95,Camels were first domesticated by people.,Train
6h_TvT18H_s--39,"""People of India are kind and helpful.",Test
5uxqKvxw-FQ--165,"However, the salts dissolved in the water are left behind.",Train
HGUa82jvHYo--2,went back on their word stating there were no policies for Deaf sportspersons.,Train
EWbcQfcgmW8--41,I really enjoyed and relaxed a lot.,Train
iMlR4QLSWok--50,He now got a fountain pen worth three rupees.,Train
xnY08sy7Sqk--20,"However, now Halima has beaten her record.",Train
gIC4vMqddjU--30,"When the mother failed to open the door, he broke it down",Train
g61zN-mQwWs--128,on camera opened firing uh during the,Train
uOXJ6ejb9GY--23,"Jio said that, WhatsApp calls will not be charged, Incoming & Outgoing calls will not be charged as well.",Train
dJ_5m1Y2InE--17,"So, each part is one tenth of a centimeter.",Validation
oZ6lBM1uSkQ--16,People became even more furious because of this.,Train
XJ8pS3s9DhM--15,"There will be no water to drink, agriculture and lives of the people will become difficult.",Train
dPuKX_lM4Zc--53,8,Train
jXYcAvK7MTA--184,Local assemblies functioned for several centuries.,Train
0726445c45f9-92,and got it out. 3,Train
Z8hLyxzQwK4_w,query,Train
CMUc5glAiSA--6,You can take a boat ride in the Kabini River,Train
ZVE_KjrY_po--14,This is because of technology.,Train
E8QMGdRi66s--3,People were certain that Sunak would surely become the next PM of UK.,Train
VqlfNumk0cg--49,It was enough that her parents allowed her.,Train
L5EOUsmMgwM--16,"During the argument, Priti lost her cool and killed Firoz by slashing his throat with a razor.",Validation
MWLUGMD8Z0s--18,Harish said that he will surely meet her.,Train
yHwfsW5_kME--15,"As the security led him away, the man said, ""Instead of this painting, I want artists to come up with ideas to save the planet.",Train
DKnxRlJhkA8--75,"For example, from the Deaf perspective, there is no accessibility in hospitals.",Train
d098223e6757-30,3,Test
ZULDiOObeKk--6,"If there is any problem, it immediately sends messages.",Validation
DZm_AlkVBjs--20,3. Rental accommodation will be provided by the government under the PM Awas Yojana.,Train
a0GJqWQf2so--143,Now the questions.,Train
xhg-5yE8bTs--10,A government official had 10 days ago complained to the Chief Minister's office,Train
5vMTsuUv-Oc--28,Verma was shcoked with his arrest.,Train
fXbEW56zHiA_e4,"We're all unhappy and displeased with the position we're in, but I don't see any alternative.",Train
ijrjSBx7WTc--74,Question number two.,Train
E1HF1gNEa5Q--11,People were surprised by these claims.,Train
V35a5zone7I--3,"Chinese troops entered into the Galwan Valley in Ladakh near the LAC,",Train
aBDnFhBANoU--4,One such new treatment which is being tried is Plasma Therapy.,Test
qKeh1JqOuOM--19,"But she never gave up and was determined to proudly stand by her identity,",Validation
YbhR8ne8mUg--34,and are on the top of the table.,Train
m-vzXssmO90--205,that this is,Train
LvN9Dxq2iLY--4,which is equal to,Train
H7sMDW2U3LQ--4,What is beauty?,Test
8EApqTbQWJc--6,Celebrities and people alike are all hooked to watching this show.,Train
1GB-msn7_3I--7,Still Dahiya did not let him go.,Train
wCRMfYN61yA--6,"But Ministry of Home Affairs, recalculated the numbers",Train
